tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1000030,StreamBoxHelp,False,2024-01-04T04:44:00,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",,1000029
1000031,cust_33416,True,2024-01-04T05:35:00,"Thanks, that worked!",,1000030
1000032,cust_12552,True,2024-01-04T09:00:00,The app crashes every time I try to open it on my on Android,1000033,
1000033,StreamBoxHelp,False,2024-01-04T12:49:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000032
1000034,cust_12552,True,2024-01-04T13:37:00,DMed you now.,,1000033
1000035,cust_26483,True,2024-01-04T16:00:00,"Someone is using my account, I see devices I don't recognize logged in",1000036,
1000036,StreamBoxHelp,False,2024-01-04T17:12:00,This needs immediate attention -- please DM us right away so our security team can lock down your account.,,1000035
1000037,cust_36365,True,2024-01-04T22:00:00,"Been waiting 5 days for a reply, unbelievable",1000038,
1000038,StreamBoxHelp,False,2024-01-04T23:57:00,That's not the experience we want for you. Please DM us details so we can make it right.,,1000037
1000039,cust_54313,True,2024-01-05T00:00:00,My card was charged but my subscription still shows as inactive several hours later,1000040,
1000040,StreamBoxHelp,False,2024-01-05T00:06:00,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",,1000039
1000041,cust_53309,True,2024-01-05T06:00:00,My card was charged but my subscription still shows as inactive 3 hours later,1000042,
1000042,StreamBoxHelp,False,2024-01-05T06:59:00,We can look into that -- please DM your account email and the last 4 digits of the card used so we can check the transaction.,,1000041
1000043,cust_71953,True,2024-01-05T16:00:00,"Just wanted to say the new app update is great, thanks!",1000044,
1000044,StreamBoxHelp,False,2024-01-05T18:53:00,"Thank you so much for the kind words, we really appreciate it!",,1000043
1000045,cust_98259,True,2024-01-05T18:00:00,Trying to downgrade my plan but the app won't let me,1000046,
1000046,StreamBoxHelp,False,2024-01-05T21:29:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000045
1000047,cust_98259,True,2024-01-05T21:43:00,DMed you now.,,1000046
1000048,cust_46509,True,2024-01-06T01:00:00,"How do I change my password on the app, can't find the option on my iPhone",1000049,
1000049,StreamBoxHelp,False,2024-01-06T01:17:00,"You can request a new reset link from the login screen -- it can take up to 10 minutes to arrive. If it still doesn't show up, DM us the email on file.",,1000048
1000050,cust_40982,True,2024-01-06T06:00:00,"Your app won't let me sign in, keeps saying invalid credentials on my smart TV",1000051,
1000051,StreamBoxHelp,False,2024-01-06T09:56:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000050
1000053,StreamBoxHelp,False,2024-01-06T14:44:00,That's not the experience we want for you. Please DM us details so we can make it right.,,1000052
1000054,cust_69638,True,2024-01-06T14:49:00,"Thanks, that worked!",,1000053
1000055,cust_16572,True,2024-01-06T18:00:00,The movie I was watching just disappeared from my list,1000056,
1000056,StreamBoxHelp,False,2024-01-06T18:19:00,Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,,1000055
1000057,cust_16572,True,2024-01-06T18:32:00,"Thanks, that worked!",,1000056
1000058,cust_62923,True,2024-01-07T01:00:00,The app crashes every time I try to open it on my on the web app,1000059,
1000059,StreamBoxHelp,False,2024-01-07T03:43:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000058
1000060,cust_44179,True,2024-01-07T08:00:00,The app crashes every time I try to open it on my on my iPad,1000061,
1000061,StreamBoxHelp,False,2024-01-07T08:38:00,That's not expected -- could you tell us your device model and app version so we can dig into this?,,1000060
1000062,cust_11220,True,2024-01-07T12:00:00,"You charged me after I cancelled last week, this isn't right",1000063,
1000063,StreamBoxHelp,False,2024-01-07T14:22:00,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,,1000062
1000065,StreamBoxHelp,False,2024-01-07T20:41:00,That's not the experience we want for you. Please DM us details so we can make it right.,,1000064
1000066,cust_49240,True,2024-01-08T04:00:00,"This is unacceptable, I'm requesting a full refund for 3 months",1000067,
1000067,StreamBoxHelp,False,2024-01-08T07:15:00,We're sorry to hear that. Please DM your account email and order ID so our billing team can review your refund eligibility.,,1000066
1000068,cust_36685,True,2024-01-08T08:00:00,App crashes whenever a video starts playing on on my iPad,1000069,
1000069,StreamBoxHelp,False,2024-01-08T11:56:00,That's not expected -- could you tell us your device model and app version so we can dig into this?,,1000068
1000070,cust_36685,True,2024-01-08T12:38:00,DMed you now.,,1000069
1000071,cust_10464,True,2024-01-08T12:00:00,"My email was changed without my permission, please help",1000072,
1000072,StreamBoxHelp,False,2024-01-08T14:26:00,We take this seriously. Please DM your account email immediately and avoid using the account until we confirm it's secure.,,1000071
1000073,cust_81511,True,2024-01-08T19:00:00,I keep getting logged out of the app every time I open it on Android,1000074,
1000074,StreamBoxHelp,False,2024-01-08T19:37:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000073
1000075,cust_56898,True,2024-01-09T00:00:00,"Your customer support never responds, this is ridiculous",1000076,
1000076,StreamBoxHelp,False,2024-01-09T03:24:00,That's not the experience we want for you. Please DM us details so we can make it right.,,1000075
1000077,cust_41029,True,2024-01-09T07:00:00,"Your customer support never responds, this is ridiculous",,
1000078,cust_63964,True,2024-01-09T14:00:00,Audio and video are out of sync for the last 3 days,1000079,
1000079,StreamBoxHelp,False,2024-01-09T15:42:00,"Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",,1000078
1000080,cust_55830,True,2024-01-09T21:00:00,"Payment keeps failing even though my card is fine, tried 3 times",,
1000081,cust_46517,True,2024-01-10T02:00:00,"The password reset email never arrives, checked spam too on Android",1000082,
1000082,StreamBoxHelp,False,2024-01-10T04:58:00,"Please try the 'Forgot password' link again; if it keeps expiring, send us a DM with your account email and we'll help directly.",,1000081
1000083,cust_44237,True,2024-01-10T06:00:00,"Your customer support never responds, this is ridiculous",,
1000084,cust_51114,True,2024-01-10T14:00:00,"It freezes on the loading screen, had to force close several times",1000085,
1000085,StreamBoxHelp,False,2024-01-10T15:10:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000084
1000086,cust_97900,True,2024-01-10T22:00:00,"I want a refund for this month, the service didn't work at all",1000087,
1000087,StreamBoxHelp,False,2024-01-11T00:44:00,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",,1000086
1000088,cust_76469,True,2024-01-11T02:00:00,Quality drops to 240p randomly during playback on on my iPad,1000089,
1000089,StreamBoxHelp,False,2024-01-11T04:26:00,We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,,1000088
1000090,cust_90676,True,2024-01-11T07:00:00,"Been waiting 5 days for a reply, unbelievable",1000091,
1000091,StreamBoxHelp,False,2024-01-11T08:22:00,We're sorry for the delay and frustration -- DM us your account email so we can prioritize this.,,1000090
1000092,cust_70946,True,2024-01-11T14:00:00,"It freezes on the loading screen, had to force close 3 times",1000093,
1000093,StreamBoxHelp,False,2024-01-11T16:53:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000092
1000094,cust_22240,True,2024-01-11T20:00:00,"Video keeps buffering even on good wifi, so annoying",1000095,
1000095,StreamBoxHelp,False,2024-01-11T20:42:00,"Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",,1000094
1000096,cust_22240,True,2024-01-11T21:14:00,"Thanks, that worked!",,1000095
1000097,cust_35485,True,2024-01-12T04:00:00,Trying to downgrade my plan but the app won't let me,1000098,
1000098,StreamBoxHelp,False,2024-01-12T04:42:00,You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,,1000097
1000099,cust_35485,True,2024-01-12T05:32:00,"Thanks, that worked!",,1000098
1000100,cust_33053,True,2024-01-12T07:00:00,The movie I was watching just disappeared from my list,1000101,
1000101,StreamBoxHelp,False,2024-01-12T10:59:00,Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,,1000100
1000102,cust_83259,True,2024-01-12T16:00:00,"I think my account got hacked, can't log in anymore",1000103,
1000104,cust_68991,True,2024-01-12T21:00:00,"How do I change my password on the app, can't find the option on my iPhone",1000105,
1000105,StreamBoxHelp,False,2024-01-12T23:45:00,"Please try the 'Forgot password' link again; if it keeps expiring, send us a DM with your account email and we'll help directly.",,1000104
1000106,cust_45614,True,2024-01-13T01:00:00,Quality drops to 240p randomly during playback on on Android,1000107,
1000107,StreamBoxHelp,False,2024-01-13T02:04:00,"Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",,1000106
1000108,cust_45614,True,2024-01-13T02:19:00,"Thanks, that worked!",,1000107
1000109,cust_81121,True,2024-01-13T08:00:00,"Please cancel my plan, I don't want to be charged again",1000110,
1000110,StreamBoxHelp,False,2024-01-13T09:44:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000109
1000111,cust_59857,True,2024-01-13T16:00:00,Quality drops to 240p randomly during playback on,1000112,
1000112,StreamBoxHelp,False,2024-01-13T19:43:00,We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,,1000111
1000113,cust_89069,True,2024-01-13T22:00:00,"I want a refund for this month, the service didn't work at all",1000114,
1000114,StreamBoxHelp,False,2024-01-13T22:12:00,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",,1000113
1000115,cust_71261,True,2024-01-14T01:00:00,"Someone is using my account, I see devices I don't recognize logged in",,
1000116,cust_96900,True,2024-01-14T10:00:00,"How do I cancel my subscription, can't find the button anywhere",1000117,
1000117,StreamBoxHelp,False,2024-01-14T10:51:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000116
1000118,cust_54236,True,2024-01-14T14:00:00,"Payment keeps failing even though my card is fine, tried 5 times",1000119,
1000119,StreamBoxHelp,False,2024-01-14T16:05:00,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",,1000118
1000120,cust_54236,True,2024-01-14T14:00:00,"Payment keeps failing even though my card is fine, tried 5 times",1000119,
1000121,cust_39389,True,2024-01-14T20:00:00,"Been waiting 2 days for a reply, unbelievable",1000122,
1000122,StreamBoxHelp,False,2024-01-14T20:56:00,We're sorry for the delay and frustration -- DM us your account email so we can prioritize this.,,1000121
1000123,cust_97747,True,2024-01-15T03:00:00,My card was charged but my subscription still shows as inactive 3 hours later,1000124,
1000124,StreamBoxHelp,False,2024-01-15T06:21:00,We can look into that -- please DM your account email and the last 4 digits of the card used so we can check the transaction.,,1000123
1000125,cust_31465,True,2024-01-15T06:00:00,"Worst service I've ever used, so disappointed",,
1000126,cust_61990,True,2024-01-15T15:00:00,"Charged the annual price when I signed up for monthly, 2 dollars extra",1000127,
1000127,StreamBoxHelp,False,2024-01-15T15:31:00,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,,1000126
1000128,cust_84177,True,2024-01-15T18:00:00,"Video keeps buffering even on good wifi, so annoying",1000129,
1000129,StreamBoxHelp,False,2024-01-15T18:22:00,We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,,1000128
1000130,cust_23833,True,2024-01-16T03:00:00,"Please add profiles for kids, would make this so much better",1000131,
1000131,StreamBoxHelp,False,2024-01-16T03:50:00,"Great idea, we've logged this as feedback for our roadmap team!",,1000130
1000132,cust_73372,True,2024-01-16T10:00:00,"Payment keeps failing even though my card is fine, tried several times",1000133,
1000133,StreamBoxHelp,False,2024-01-16T13:37:00,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",,1000132
1000134,cust_84691,True,2024-01-16T15:00:00,Trying to downgrade my plan but the app won't let me,1000135,
1000135,StreamBoxHelp,False,2024-01-16T18:42:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000134
1000136,cust_54608,True,2024-01-16T20:00:00,"You charged me after I cancelled last week, this isn't right",1000137,
1000137,StreamBoxHelp,False,2024-01-16T20:26:00,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,,1000136
1000138,cust_72402,True,2024-01-17T01:00:00,App crashes whenever a video starts playing on on my iPad,1000139,
1000139,StreamBoxHelp,False,2024-01-17T01:28:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000138
1000141,StreamBoxHelp,False,2024-01-17T11:35:00,We can look into that -- please DM your account email and the last 4 digits of the card used so we can check the transaction.,,1000140
1000142,cust_35242,True,2024-01-17T12:00:00,"Payment keeps failing even though my card is fine, tried several times",1000143,
1000143,StreamBoxHelp,False,2024-01-17T12:54:00,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",,1000142
1000144,cust_88222,True,2024-01-17T22:00:00,Quality drops to 240p randomly during playback on,1000145,
1000145,StreamBoxHelp,False,2024-01-17T22:50:00,We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,,1000144
1000146,cust_17146,True,2024-01-18T00:00:00,"Can't log in at all today, just spinning forever on my iPad",1000147,
1000147,StreamBoxHelp,False,2024-01-18T00:31:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000146
1000148,cust_54657,True,2024-01-18T09:00:00,"How do I cancel my subscription, can't find the button anywhere",1000149,
1000149,StreamBoxHelp,False,2024-01-18T09:34:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000148
1000150,cust_29887,True,2024-01-18T12:00:00,"Your app won't let me sign in, keeps saying invalid credentials on the web app",1000151,
1000151,StreamBoxHelp,False,2024-01-18T12:35:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000150
1000152,cust_39581,True,2024-01-18T22:00:00,App crashes whenever a video starts playing on on my smart TV,1000153,
1000154,cust_89905,True,2024-01-19T00:00:00,App crashes whenever a video starts playing on,1000155,
1000155,StreamBoxHelp,False,2024-01-19T02:54:00,That's not expected -- could you tell us your device model and app version so we can dig into this?,,1000154
1000156,cust_89905,True,2024-01-19T03:31:00,"Thanks, that worked!",,1000155
1000157,cust_69048,True,2024-01-19T09:00:00,Reset link says expired every single time on the web app,1000158,
1000158,StreamBoxHelp,False,2024-01-19T10:18:00,"You can request a new reset link from the login screen -- it can take up to 10 minutes to arrive. If it still doesn't show up, DM us the email on file.",,1000157
1000159,cust_44675,True,2024-01-19T13:00:00,Trying to downgrade my plan but the app won't let me,1000160,
1000160,StreamBoxHelp,False,2024-01-19T15:50:00,You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,,1000159
1000161,cust_31747,True,2024-01-19T18:00:00,"How do I change my password on the app, can't find the option on the web app",1000162,
1000162,StreamBoxHelp,False,2024-01-19T18:36:00,"Please try the 'Forgot password' link again; if it keeps expiring, send us a DM with your account email and we'll help directly.",,1000161
1000163,cust_75597,True,2024-01-20T02:00:00,Trying to downgrade my plan but the app won't let me,1000164,
1000164,StreamBoxHelp,False,2024-01-20T05:52:00,You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,,1000163
1000165,cust_40005,True,2024-01-20T06:00:00,"Paid for premium but still seeing ads, what's going on",1000166,
1000166,StreamBoxHelp,False,2024-01-20T08:32:00,We can look into that -- please DM your account email and the last 4 digits of the card used so we can check the transaction.,,1000165
1000167,cust_46458,True,2024-01-20T15:00:00,"I want a refund for this month, the service didn't work at all",1000168,
1000168,StreamBoxHelp,False,2024-01-20T15:28:00,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",,1000167
1000169,cust_31079,True,2024-01-20T18:00:00,"You charged me after I cancelled last week, this isn't right",1000170,
1000170,StreamBoxHelp,False,2024-01-20T21:33:00,"Apologies for the confusion, could you send your order ID via DM so we can look into the duplicate charge?",,1000169
1000171,cust_31079,True,2024-01-20T21:40:00,Ok will try that.,,1000170
1000172,cust_62976,True,2024-01-21T00:00:00,"Paid for premium but still seeing ads, what's going on",1000173,
1000173,StreamBoxHelp,False,2024-01-21T00:53:00,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",,1000172
1000174,cust_16764,True,2024-01-21T09:00:00,"I want a refund for this month, the service didn't work at all",1000175,
1000175,StreamBoxHelp,False,2024-01-21T10:57:00,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",,1000174
1000176,cust_41365,True,2024-01-21T16:00:00,"Your app won't let me sign in, keeps saying invalid credentials on Android",,
1000177,cust_24871,True,2024-01-21T19:00:00,"Please cancel my plan, I don't want to be charged again",1000178,
1000178,StreamBoxHelp,False,2024-01-21T21:15:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000177
1000180,StreamBoxHelp,False,2024-01-22T06:46:00,We're sorry to hear that. Please DM your account email and order ID so our billing team can review your refund eligibility.,,1000179
1000181,cust_76550,True,2024-01-22T08:00:00,"Please add profiles for kids, would make this so much better",1000182,
1000182,StreamBoxHelp,False,2024-01-22T11:46:00,"Great idea, we've logged this as feedback for our roadmap team!",,1000181
1000183,cust_81228,True,2024-01-22T16:00:00,"You charged me after I cancelled last week, this isn't right",1000184,
1000184,StreamBoxHelp,False,2024-01-22T18:31:00,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,,1000183
1000186,StreamBoxHelp,False,2024-01-22T22:11:00,You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,,1000185
1000187,cust_71993,True,2024-01-22T22:50:00,Ok will try that.,,1000186
1000188,cust_23069,True,2024-01-23T03:00:00,Would love a dark mode option in the app,1000189,
1000189,StreamBoxHelp,False,2024-01-23T06:47:00,"Great idea, we've logged this as feedback for our roadmap team!",,1000188
1000190,cust_23069,True,2024-01-23T07:19:00,Ok will try that.,,1000189
1000191,cust_95175,True,2024-01-23T09:00:00,"I was billed twice for the same month, please fix this",1000192,
1000192,StreamBoxHelp,False,2024-01-23T11:45:00,"Apologies for the confusion, could you send your order ID via DM so we can look into the duplicate charge?",,1000191
1000193,cust_90931,True,2024-01-23T12:00:00,"Just wanted to say the new app update is great, thanks!",1000194,
1000194,StreamBoxHelp,False,2024-01-23T13:56:00,"Thank you so much for the kind words, we really appreciate it!",,1000193
1000195,cust_68153,True,2024-01-23T18:00:00,"Video keeps buffering even on good wifi, so annoying",1000196,
1000196,StreamBoxHelp,False,2024-01-23T19:28:00,"Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",,1000195
1000197,cust_42007,True,2024-01-24T01:00:00,Trying to downgrade my plan but the app won't let me,1000198,
1000198,StreamBoxHelp,False,2024-01-24T01:48:00,You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,,1000197
1000199,cust_75230,True,2024-01-24T07:00:00,Trying to downgrade my plan but the app won't let me,1000200,
1000200,StreamBoxHelp,False,2024-01-24T09:02:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000199
1000201,cust_75230,True,2024-01-24T09:55:00,DMed you now.,,1000200
1000202,cust_30706,True,2024-01-24T16:00:00,"Just wanted to say the new app update is great, thanks!",1000203,
1000203,StreamBoxHelp,False,2024-01-24T18:48:00,"That means a lot, thanks for being a subscriber!",,1000202
1000205,StreamBoxHelp,False,2024-01-24T22:32:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000204
1000206,cust_45976,True,2024-01-25T03:00:00,I keep getting logged out of the app every time I open it on the web app,1000207,
1000207,StreamBoxHelp,False,2024-01-25T06:38:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000206
1000208,cust_56179,True,2024-01-25T10:00:00,"Someone is using my account, I see devices I don't recognize logged in",1000209,
1000209,StreamBoxHelp,False,2024-01-25T12:45:00,This needs immediate attention -- please DM us right away so our security team can lock down your account.,,1000208
1000210,cust_14373,True,2024-01-25T15:00:00,"Can't log in at all today, just spinning forever on my iPad",1000211,
1000211,StreamBoxHelp,False,2024-01-25T16:28:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000210
1000212,cust_14373,True,2024-01-25T16:38:00,Ok will try that.,,1000211
1000213,cust_31567,True,2024-01-25T20:00:00,"Can I get my money back, I never used it after signing up",1000214,
1000214,StreamBoxHelp,False,2024-01-25T23:30:00,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",,1000213
1000215,cust_98647,True,2024-01-26T01:00:00,Reset link says expired every single time on my iPad,1000216,
1000216,StreamBoxHelp,False,2024-01-26T01:28:00,"Please try the 'Forgot password' link again; if it keeps expiring, send us a DM with your account email and we'll help directly.",,1000215
1000217,cust_98647,True,2024-01-26T02:04:00,"Thanks, that worked!",,1000216
1000218,cust_86619,True,2024-01-26T08:00:00,"Please cancel my plan, I don't want to be charged again",1000219,
1000220,cust_39015,True,2024-01-26T16:00:00,App crashes whenever a video starts playing on,1000221,
1000221,StreamBoxHelp,False,2024-01-26T18:51:00,That's not expected -- could you tell us your device model and app version so we can dig into this?,,1000220
1000222,cust_39015,True,2024-01-26T18:55:00,Ok will try that.,,1000221
1000223,cust_22739,True,2024-01-26T18:00:00,"Your customer support never responds, this is ridiculous",1000224,
1000224,StreamBoxHelp,False,2024-01-26T20:56:00,That's not the experience we want for you. Please DM us details so we can make it right.,,1000223
1000225,cust_30253,True,2024-01-27T04:00:00,"It freezes on the loading screen, had to force close 2 times",1000226,
1000226,StreamBoxHelp,False,2024-01-27T05:16:00,That's not expected -- could you tell us your device model and app version so we can dig into this?,,1000225
1000227,cust_57537,True,2024-01-27T07:00:00,"How do I cancel my subscription, can't find the button anywhere",1000228,
1000228,StreamBoxHelp,False,2024-01-27T07:20:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000227
1000229,cust_57537,True,2024-01-27T07:29:00,DMed you now.,,1000228
1000230,cust_94109,True,2024-01-27T13:00:00,I keep getting logged out of the app every time I open it,1000231,
1000231,StreamBoxHelp,False,2024-01-27T16:26:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000230
1000232,cust_94109,True,2024-01-27T17:16:00,Still not working for me.,,1000231
1000233,cust_53064,True,2024-01-27T19:00:00,The app crashes every time I try to open it on my on the web app,1000234,
1000234,StreamBoxHelp,False,2024-01-27T19:38:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000233
1000235,cust_27275,True,2024-01-28T00:00:00,I keep getting logged out of the app every time I open it on Android,1000236,
1000236,StreamBoxHelp,False,2024-01-28T00:49:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000235
1000237,cust_27275,True,2024-01-28T01:17:00,"Thanks, that worked!",,1000236
1000238,cust_68756,True,2024-01-28T09:00:00,It says not available in my country but I'm a paying subscriber,1000239,
1000239,StreamBoxHelp,False,2024-01-28T11:42:00,Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,,1000238
1000240,cust_49535,True,2024-01-28T16:00:00,"Please add profiles for kids, would make this so much better",1000241,
1000241,StreamBoxHelp,False,2024-01-28T19:41:00,"Great idea, we've logged this as feedback for our roadmap team!",,1000240
1000242,cust_19632,True,2024-01-28T21:00:00,"I want a refund for this month, the service didn't work at all",1000243,
1000243,StreamBoxHelp,False,2024-01-28T22:15:00,We're sorry to hear that. Please DM your account email and order ID so our billing team can review your refund eligibility.,,1000242
1000244,cust_88301,True,2024-01-29T03:00:00,Audio and video are out of sync for the last 5 days,1000245,
1000245,StreamBoxHelp,False,2024-01-29T03:30:00,We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,,1000244
1000246,cust_88301,True,2024-01-29T04:13:00,Still not working for me.,,1000245
1000247,cust_64239,True,2024-01-29T07:00:00,"Please cancel my plan, I don't want to be charged again",1000248,
1000248,StreamBoxHelp,False,2024-01-29T08:25:00,You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,,1000247
1000249,cust_72163,True,2024-01-29T13:00:00,"How do I cancel my subscription, can't find the button anywhere",1000250,
1000250,StreamBoxHelp,False,2024-01-29T16:15:00,You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,,1000249
