tweet_id,_intent_label
1000173,payment_failed
1000174,refund_request
1000175,refund_request
1000176,login_issue
1000177,subscription_cancel
1000178,subscription_cancel
1000180,refund_request
1000181,feature_request
1000182,feature_request
1000183,billing_overcharge
1000184,billing_overcharge
1000186,subscription_cancel
1000187,subscription_cancel
1000188,feature_request
1000189,feature_request
1000190,feature_request
1000191,billing_overcharge
1000192,billing_overcharge
1000193,positive_feedback
1000194,positive_feedback
1000195,playback_buffering
1000196,playback_buffering
1000197,subscription_cancel
1000198,subscription_cancel
1000199,subscription_cancel
1000200,subscription_cancel
1000201,subscription_cancel
1000202,positive_feedback
1000203,positive_feedback
1000205,subscription_cancel
1000206,login_issue
1000207,login_issue
1000208,account_security
1000209,account_security
1000210,login_issue
1000211,login_issue
1000212,login_issue
1000213,refund_request
1000214,refund_request
1000215,password_reset
1000216,password_reset
1000217,password_reset
1000218,subscription_cancel
1000220,app_crash
1000221,app_crash
1000222,app_crash
1000223,general_complaint
1000224,general_complaint
1000225,app_crash
1000226,app_crash
1000227,subscription_cancel
1000228,subscription_cancel
1000229,subscription_cancel
1000230,login_issue
1000231,login_issue
1000232,login_issue
1000233,app_crash
1000234,app_crash
1000235,login_issue
1000236,login_issue
1000237,login_issue
1000238,content_unavailable
1000239,content_unavailable
1000240,feature_request
1000241,feature_request
1000242,refund_request
1000243,refund_request
1000244,playback_buffering
1000245,playback_buffering
1000246,playback_buffering
1000247,subscription_cancel
1000248,subscription_cancel
1000249,subscription_cancel
1000250,subscription_cancel
1000251,app_crash
1000252,app_crash
1000253,app_crash
1000254,billing_overcharge
1000255,billing_overcharge
1000256,content_unavailable
1000258,payment_failed
1000259,payment_failed
1000260,login_issue
1000261,login_issue
1000262,general_complaint
1000263,general_complaint
1000264,subscription_cancel
1000265,subscription_cancel
1000266,playback_buffering
1000267,playback_buffering
1000268,content_unavailable
1000269,content_unavailable
1000270,payment_failed
1000271,payment_failed
1000272,payment_failed
1000273,feature_request
1000274,feature_request
1000275,feature_request
1000276,feature_request
1000277,feature_request
1000278,content_unavailable
1000279,content_unavailable
1000280,general_complaint
1000281,general_complaint
1000282,general_complaint
1000283,subscription_cancel
1000284,subscription_cancel
1000285,subscription_cancel
1000286,subscription_cancel
1000287,login_issue
1000288,login_issue
1000289,playback_buffering
1000291,playback_buffering
1000292,general_complaint
1000293,general_complaint
1000294,billing_overcharge
1000295,billing_overcharge
1000296,subscription_cancel
1000297,subscription_cancel
1000298,playback_buffering
1000299,playback_buffering
1000301,playback_buffering
1000302,billing_overcharge
1000303,billing_overcharge
1000304,positive_feedback
1000305,positive_feedback
1000306,app_crash
1000307,app_crash
1000308,content_unavailable
1000309,content_unavailable
1000310,subscription_cancel
1000311,subscription_cancel
1000312,login_issue
1000313,login_issue
1000314,positive_feedback
1000316,payment_failed
1000317,payment_failed
1000318,payment_failed
1000319,playback_buffering
1000320,playback_buffering
1000321,playback_buffering
1000322,login_issue
1000323,login_issue
1000324,app_crash
1000325,app_crash
1000326,app_crash
1000327,app_crash
1000328,app_crash
1000329,refund_request
1000330,refund_request
1000331,refund_request
1000333,billing_overcharge
1000334,playback_buffering
1000335,playback_buffering
1000336,playback_buffering
1000337,billing_overcharge
1000338,billing_overcharge
1000339,feature_request
1000340,feature_request
1000341,password_reset
1000342,password_reset
1000343,app_crash
1000344,app_crash
1000345,login_issue
1000346,login_issue
1000347,password_reset
1000348,login_issue
1000349,login_issue
1000350,app_crash
1000351,app_crash
1000352,subscription_cancel
1000353,subscription_cancel
1000354,login_issue
1000356,login_issue
1000357,positive_feedback
1000358,positive_feedback
1000359,login_issue
1000360,login_issue
1000361,playback_buffering
1000362,playback_buffering
1000363,refund_request
1000364,refund_request
1000365,feature_request
1000366,feature_request
1000367,payment_failed
1000368,payment_failed
1000370,password_reset
1000372,login_issue
1000373,login_issue
1000374,playback_buffering
1000375,playback_buffering
1000376,refund_request
1000377,refund_request
1000378,subscription_cancel
1000379,subscription_cancel
1000380,subscription_cancel
1000381,general_complaint
1000382,general_complaint
1000383,refund_request
1000384,refund_request
1000385,login_issue
1000386,login_issue
1000387,login_issue
1000388,payment_failed
1000389,payment_failed
1000390,account_security
1000391,account_security
1000392,account_security
1000393,account_security
1000394,account_security
1000395,feature_request
1000396,feature_request
1000397,playback_buffering
1000398,playback_buffering
1000399,app_crash
1000400,app_crash
1000401,app_crash
1000402,password_reset
1000403,password_reset
1000404,positive_feedback
1000405,positive_feedback
1000406,subscription_cancel
1000407,subscription_cancel
1000408,general_complaint
1000410,payment_failed
1000411,payment_failed
1000412,password_reset
1000413,password_reset
1000414,password_reset
1000415,general_complaint
1000416,general_complaint
1000417,general_complaint
1000418,login_issue
1000419,app_crash
1000420,app_crash
1000421,app_crash
1000422,playback_buffering
1000423,playback_buffering
1000424,playback_buffering
1000425,general_complaint
1000426,general_complaint
1000427,general_complaint
1000428,subscription_cancel
1000429,subscription_cancel
1000430,subscription_cancel
1000431,playback_buffering
1000432,playback_buffering
1000433,subscription_cancel
1000434,subscription_cancel
1000435,payment_failed
1000436,playback_buffering
1000437,playback_buffering
1000438,playback_buffering
1000440,general_complaint
1000441,general_complaint
1000442,positive_feedback
1000443,positive_feedback
1000444,payment_failed
1000445,payment_failed
1000446,payment_failed
1000447,account_security
1000448,account_security
1000449,subscription_cancel
1000451,login_issue
1000452,login_issue
1000453,feature_request
1000454,feature_request
1000455,refund_request
1000456,refund_request
1000457,refund_request
1000458,password_reset
1000459,password_reset
1000460,password_reset
1000461,app_crash
1000462,app_crash
1000463,app_crash
1000465,payment_failed
1000466,payment_failed
1000467,payment_failed
1000468,content_unavailable
1000469,content_unavailable
1000470,playback_buffering
1000471,playback_buffering
1000472,playback_buffering
1000473,positive_feedback
1000474,positive_feedback
1000475,positive_feedback
1000476,account_security
1000477,account_security
1000478,account_security
1000479,content_unavailable
1000480,content_unavailable
1000481,subscription_cancel
1000482,subscription_cancel
1000483,content_unavailable
1000484,content_unavailable
1000485,general_complaint
1000486,general_complaint
1000487,playback_buffering
1000488,playback_buffering
1000489,password_reset
1000490,password_reset
1000491,subscription_cancel
1000492,subscription_cancel
1000493,general_complaint
1000494,general_complaint
1000495,general_complaint
1000497,refund_request
1000498,payment_failed
1000499,payment_failed
1000500,payment_failed
1000501,payment_failed
1000502,payment_failed
1000503,login_issue
1000504,login_issue
1000505,positive_feedback
1000506,positive_feedback
1000507,general_complaint
1000508,general_complaint
1000509,positive_feedback
1000510,positive_feedback
1000511,positive_feedback
1000513,app_crash
1000514,subscription_cancel
1000515,subscription_cancel
1000516,subscription_cancel
1000517,subscription_cancel
1000518,subscription_cancel
1000519,login_issue
1000520,login_issue
1000521,app_crash
1000522,app_crash
1000523,general_complaint
1000524,general_complaint
1000525,general_complaint
1000526,payment_failed
1000527,payment_failed
1000528,login_issue
1000529,login_issue
1000530,feature_request
1000531,feature_request
1000532,general_complaint
1000533,general_complaint
1000534,general_complaint
1000535,playback_buffering
1000536,playback_buffering
1000537,payment_failed
1000538,payment_failed
1000539,positive_feedback
1000540,positive_feedback
1000541,billing_overcharge
1000542,billing_overcharge
1000543,billing_overcharge
1000544,refund_request
1000545,refund_request
1000546,playback_buffering
1000547,playback_buffering
1000548,billing_overcharge
1000549,billing_overcharge
1000550,login_issue
1000551,login_issue
1000552,login_issue
1000553,app_crash
1000554,app_crash
1000555,password_reset
1000556,password_reset
1000557,password_reset
1000559,subscription_cancel
1000560,subscription_cancel
1000561,positive_feedback
1000562,positive_feedback
1000563,refund_request
1000564,refund_request
1000565,general_complaint
1000566,general_complaint
1000567,general_complaint
1000568,refund_request
1000569,refund_request
1000570,password_reset
1000571,password_reset
1000572,content_unavailable
1000573,content_unavailable
1000574,content_unavailable
1000575,app_crash
1000576,app_crash
1000577,login_issue
1000578,login_issue
1000579,account_security
1000580,account_security
1000581,app_crash
1000582,app_crash
1000583,login_issue
1000584,login_issue
1000585,playback_buffering
1000586,playback_buffering
1000587,login_issue
1000588,login_issue
1000589,account_security
1000590,account_security
1000591,account_security
1000592,login_issue
1000593,login_issue
1000594,login_issue
1000596,login_issue
1000597,login_issue
1000598,playback_buffering
1000599,playback_buffering
1000600,playback_buffering
1000601,login_issue
1000603,login_issue
1000604,login_issue
1000605,login_issue
1000606,positive_feedback
1000607,positive_feedback
1000608,billing_overcharge
1000609,billing_overcharge
1000610,payment_failed
1000611,payment_failed
1000612,content_unavailable
1000613,content_unavailable
1000614,content_unavailable
1000615,login_issue
1000616,login_issue
1000617,login_issue
1000618,positive_feedback
1000619,positive_feedback
1000620,refund_request
1000621,refund_request
1000622,app_crash
1000623,app_crash
1000624,login_issue
1000625,login_issue
1000626,content_unavailable
1000627,content_unavailable
1000628,subscription_cancel
1000629,subscription_cancel
1000630,subscription_cancel
1000631,billing_overcharge
1000632,billing_overcharge
1000633,billing_overcharge
1000634,billing_overcharge
1000635,billing_overcharge
1000636,account_security
1000637,account_security
1000638,payment_failed
1000639,payment_failed
1000640,payment_failed
1000641,app_crash
1000642,app_crash
1000643,general_complaint
1000644,general_complaint
1000645,general_complaint
1000646,login_issue
1000647,login_issue
1000648,login_issue
1000649,login_issue
1000650,login_issue
1000651,playback_buffering
1000652,playback_buffering
1000653,password_reset
1000654,password_reset
1000655,payment_failed
1000656,payment_failed
1000657,login_issue
1000658,login_issue
1000659,login_issue
1000660,app_crash
1000661,app_crash
1000662,app_crash
1000663,general_complaint
1000664,general_complaint
1000665,general_complaint
1000666,positive_feedback
1000667,positive_feedback
1000668,account_security
1000669,account_security
1000670,positive_feedback
1000671,positive_feedback
1000672,login_issue
1000673,login_issue
1000674,app_crash
1000675,app_crash
1000676,app_crash
1000677,login_issue
1000678,login_issue
1000679,account_security
1000680,account_security
1000681,playback_buffering
1000682,playback_buffering
1000683,account_security
1000684,login_issue
1000685,positive_feedback
1000686,positive_feedback
1000687,positive_feedback
1000688,positive_feedback
1000689,login_issue
1000690,login_issue
1000691,subscription_cancel
1000692,subscription_cancel
1000693,login_issue
1000694,login_issue
1000695,login_issue
1000696,password_reset
1000697,password_reset
1000698,password_reset
1000699,playback_buffering
1000700,playback_buffering
1000701,subscription_cancel
1000702,subscription_cancel
1000703,billing_overcharge
1000704,billing_overcharge
1000705,billing_overcharge
1000706,billing_overcharge
1000707,billing_overcharge
1000708,payment_failed
1000709,payment_failed
1000710,payment_failed
1000711,password_reset
1000712,password_reset
1000713,password_reset
1000714,general_complaint
1000715,general_complaint
1000716,subscription_cancel
1000717,subscription_cancel
1000718,login_issue
1000719,login_issue
1000720,refund_request
1000721,refund_request
1000722,refund_request
1000723,login_issue
1000724,login_issue
1000725,general_complaint
1000726,general_complaint
1000727,subscription_cancel
1000728,subscription_cancel
1000729,general_complaint
1000730,general_complaint
1000731,refund_request
1000732,refund_request
1000733,playback_buffering
1000734,playback_buffering
1000735,playback_buffering
1000736,playback_buffering
1000737,login_issue
1000738,login_issue
1000739,login_issue
1000740,password_reset
1000741,password_reset
1000742,subscription_cancel
1000743,subscription_cancel
1000744,refund_request
1000745,refund_request
1000746,refund_request
1000747,feature_request
1000748,feature_request
1000749,app_crash
1000750,app_crash
1000751,subscription_cancel
1000752,subscription_cancel
1000753,playback_buffering
1000754,playback_buffering
1000755,playback_buffering
1000756,playback_buffering
1000757,account_security
1000758,account_security
1000759,subscription_cancel
1000761,positive_feedback
1000762,positive_feedback
1000763,account_security
1000764,account_security
1000765,positive_feedback
1000766,positive_feedback
1000767,general_complaint
1000768,general_complaint
1000769,general_complaint
1000770,login_issue
1000771,login_issue
1000772,general_complaint
1000773,general_complaint
1000774,content_unavailable
1000775,content_unavailable
1000776,content_unavailable
1000777,playback_buffering
1000778,playback_buffering
1000779,login_issue
1000780,login_issue
1000781,refund_request
1000782,refund_request
1000783,payment_failed
1000784,payment_failed
1000785,subscription_cancel
1000787,subscription_cancel
1000788,subscription_cancel
1000789,subscription_cancel
1000790,subscription_cancel
1000791,app_crash
1000792,app_crash
1000793,app_crash
1000794,feature_request
1000796,billing_overcharge
1000797,billing_overcharge
1000798,login_issue
1000799,login_issue
1000800,feature_request
1000801,feature_request
1000802,password_reset
1000803,password_reset
1000804,subscription_cancel
1000805,subscription_cancel
1000806,app_crash
1000807,app_crash
1000808,feature_request
1000809,feature_request
1000810,feature_request
1000811,general_complaint
1000812,general_complaint
1000813,subscription_cancel
1000814,subscription_cancel
1000815,subscription_cancel
1000816,billing_overcharge
1000817,billing_overcharge
1000818,billing_overcharge
1000819,login_issue
1000820,login_issue
1000821,login_issue
1000822,account_security
1000823,account_security
1000824,account_security
1000825,billing_overcharge
1000826,billing_overcharge
1000827,billing_overcharge
1000828,account_security
1000829,account_security
1000830,playback_buffering
1000831,playback_buffering
1000833,playback_buffering
1000834,login_issue
1000835,login_issue
1000836,playback_buffering
1000837,playback_buffering
1000838,app_crash
1000839,app_crash
1000840,content_unavailable
1000841,content_unavailable
1000842,billing_overcharge
1000843,billing_overcharge
1000844,refund_request
1000845,refund_request
1000846,refund_request
1000847,refund_request
1000848,login_issue
1000849,login_issue
1000850,payment_failed
1000851,payment_failed
1000852,refund_request
1000853,refund_request
1000854,payment_failed
1000855,payment_failed
1000856,payment_failed
1000857,general_complaint
1000858,general_complaint
1000859,password_reset
1000861,positive_feedback
1000862,payment_failed
1000863,payment_failed
1000864,playback_buffering
1000865,playback_buffering
1000866,positive_feedback
1000867,positive_feedback
1000869,login_issue
1000870,password_reset
1000871,password_reset
1000872,payment_failed
1000873,playback_buffering
1000874,playback_buffering
1000875,subscription_cancel
1000876,playback_buffering
1000877,playback_buffering
1000878,refund_request
1000879,refund_request
1000880,refund_request
1000881,refund_request
1000882,positive_feedback
1000883,positive_feedback
1000884,general_complaint
1000885,general_complaint
1000886,payment_failed
1000887,payment_failed
1000888,login_issue
1000889,login_issue
1000890,login_issue
1000891,refund_request
1000892,refund_request
1000893,login_issue
1000894,login_issue
1000895,content_unavailable
1000896,content_unavailable
1000897,password_reset
1000898,password_reset
1000899,app_crash
1000900,app_crash
1000901,billing_overcharge
1000902,billing_overcharge
1000903,general_complaint
1000904,general_complaint
1000905,login_issue
1000906,login_issue
1000907,subscription_cancel
1000908,subscription_cancel
1000909,app_crash
1000910,app_crash
1000911,payment_failed
1000912,payment_failed
1000913,payment_failed
1000914,payment_failed
1000915,payment_failed
1000916,account_security
1000917,account_security
1000918,account_security
1000919,app_crash
1000920,app_crash
1000921,refund_request
1000922,refund_request
1000923,refund_request
1000924,refund_request
1000925,playback_buffering
1000926,playback_buffering
1000927,playback_buffering
1000928,account_security
1000929,account_security
1000930,account_security
1000931,positive_feedback
1000932,positive_feedback
1000933,content_unavailable
1000934,content_unavailable
1000935,content_unavailable
1000936,payment_failed
1000937,payment_failed
1000938,subscription_cancel
1000939,subscription_cancel
1000940,billing_overcharge
1000941,billing_overcharge
1000942,payment_failed
1000943,payment_failed
1000944,general_complaint
1000945,general_complaint
1000946,account_security
1000947,account_security
1000948,account_security
1000949,app_crash
1000951,app_crash
1000952,password_reset
1000953,password_reset
1000954,password_reset
1000955,general_complaint
1000956,general_complaint
1000957,app_crash
1000958,app_crash
1000959,payment_failed
1000960,payment_failed
1000961,positive_feedback
1000962,positive_feedback
1000963,playback_buffering
1000964,playback_buffering
1000965,subscription_cancel
1000966,subscription_cancel
1000967,login_issue
1000968,login_issue
1000969,positive_feedback
1000971,positive_feedback
1000972,password_reset
1000973,password_reset
1000974,refund_request
1000975,refund_request
1000976,refund_request
1000977,refund_request
1000978,refund_request
1000979,subscription_cancel
1000980,subscription_cancel
1000981,app_crash
1000982,app_crash
1000983,subscription_cancel
1000984,subscription_cancel
1000985,payment_failed
1000986,payment_failed
1000987,payment_failed
1000988,content_unavailable
1000989,content_unavailable
1000990,feature_request
1000991,feature_request
1000992,feature_request
1000993,feature_request
1000994,app_crash
1000995,app_crash
1000996,subscription_cancel
1000997,subscription_cancel
1000998,feature_request
1000999,feature_request
1001000,payment_failed
1001001,payment_failed
1001002,payment_failed
1001003,playback_buffering
1001004,playback_buffering
1001005,refund_request
1001006,refund_request
1001007,subscription_cancel
1001008,billing_overcharge
1001009,billing_overcharge
1001010,subscription_cancel
1001011,subscription_cancel
1001012,subscription_cancel
1001013,refund_request
1001014,positive_feedback
1001015,positive_feedback
1001016,app_crash
1001017,app_crash
1001018,refund_request
1001019,refund_request
1001020,refund_request
1001021,playback_buffering
1001022,playback_buffering
1001023,login_issue
1001024,login_issue
1001025,billing_overcharge
1001026,billing_overcharge
1001027,app_crash
1001028,app_crash
1001029,playback_buffering
1001030,playback_buffering
1001031,general_complaint
1001032,general_complaint
1001033,general_complaint
1001034,feature_request
1001035,feature_request
1001036,feature_request
1001037,login_issue
1001038,login_issue
1001039,login_issue
1001040,general_complaint
1001041,general_complaint
1001042,app_crash
1001043,app_crash
1001044,refund_request
1001045,refund_request
1001046,payment_failed
1001047,payment_failed
1001048,login_issue
1001050,refund_request
1001051,refund_request
1001052,billing_overcharge
1001053,billing_overcharge
1001054,billing_overcharge
1001055,login_issue
1001056,login_issue
1001057,login_issue
1001059,subscription_cancel
1001060,subscription_cancel
1001061,general_complaint
1001062,general_complaint
1001063,general_complaint
1001064,general_complaint
1001065,positive_feedback
1001066,positive_feedback
1001067,billing_overcharge
1001068,billing_overcharge
1001069,app_crash
1001070,app_crash
1001071,app_crash
1001072,app_crash
1001073,app_crash
1001074,general_complaint
1001075,general_complaint
1001076,login_issue
1001077,login_issue
1001078,playback_buffering
1001079,playback_buffering
1001080,playback_buffering
1001081,login_issue
1001082,login_issue
1001083,feature_request
1001084,feature_request
1001085,feature_request
1001086,password_reset
1001087,password_reset
1001088,password_reset
1001089,refund_request
1001090,refund_request
1001091,refund_request
1001092,refund_request
1001093,billing_overcharge
1001094,billing_overcharge
1001095,login_issue
1001096,login_issue
1001097,login_issue
1001098,password_reset
1001099,password_reset
1001100,billing_overcharge
1001102,app_crash
1001103,app_crash
1001104,content_unavailable
1001105,content_unavailable
1001106,feature_request
1001108,refund_request
1001109,refund_request
1001110,billing_overcharge
1001111,billing_overcharge
1001112,payment_failed
1001113,payment_failed
1001114,playback_buffering
1001115,playback_buffering
1001116,playback_buffering
1001117,subscription_cancel
1001118,subscription_cancel
1001119,positive_feedback
1001120,positive_feedback
1001121,login_issue
1001122,login_issue
1001123,playback_buffering
1001124,playback_buffering
1001125,playback_buffering
1001126,playback_buffering
1001127,playback_buffering
1001128,playback_buffering
1001129,refund_request
1001130,refund_request
1001131,refund_request
1001132,content_unavailable
1001133,content_unavailable
1001134,login_issue
1001135,login_issue
1001136,positive_feedback
1001137,positive_feedback
1001138,billing_overcharge
1001139,billing_overcharge
1001140,billing_overcharge
1001141,login_issue
1001142,login_issue
1001143,login_issue
1001144,positive_feedback
1001145,positive_feedback
1001146,billing_overcharge
1001147,billing_overcharge
1001148,positive_feedback
1001149,positive_feedback
1001150,general_complaint
1001151,general_complaint
1001152,general_complaint
1001153,app_crash
1001154,app_crash
1001155,app_crash
1001156,payment_failed
1001157,payment_failed
1001158,payment_failed
1001159,password_reset
1001160,password_reset
1001161,password_reset
1001162,password_reset
1001163,login_issue
1001164,login_issue
1001165,login_issue
1001166,billing_overcharge
1001167,billing_overcharge
1001168,general_complaint
1001169,general_complaint
1001170,billing_overcharge
1001171,billing_overcharge
1001172,payment_failed
1001173,payment_failed
1001174,general_complaint
1001175,general_complaint
1001176,payment_failed
1001177,payment_failed
1001178,playback_buffering
1001179,playback_buffering
1001180,playback_buffering
1001181,password_reset
1001182,password_reset
1001183,playback_buffering
1001184,playback_buffering
1001185,login_issue
1001186,login_issue
1001187,feature_request
1001188,feature_request
1001189,refund_request
1001190,refund_request
1001191,refund_request
1001192,refund_request
1001193,refund_request
1001194,payment_failed
1001195,payment_failed
1001196,login_issue
1001197,content_unavailable
1001198,content_unavailable
1001199,content_unavailable
1001200,payment_failed
1001201,payment_failed
1001202,payment_failed
1001203,app_crash
1001204,app_crash
1001205,login_issue
1001206,login_issue
1001207,password_reset
1001208,password_reset
1001209,playback_buffering
1001210,playback_buffering
1001211,playback_buffering
1001212,content_unavailable
1001213,content_unavailable
1001214,content_unavailable
1001215,app_crash
1001216,app_crash
1001217,app_crash
1001218,app_crash
1001219,app_crash
1001220,app_crash
1001221,refund_request
1001223,app_crash
1001224,app_crash
1001225,account_security
1001226,account_security
1001227,billing_overcharge
1001228,billing_overcharge
1001229,billing_overcharge
1001230,billing_overcharge
1001231,payment_failed
1001232,payment_failed
1001233,payment_failed
1001234,app_crash
1001235,app_crash
1001236,app_crash
1001237,refund_request
1001238,refund_request
1001239,app_crash
1001240,app_crash
1001241,playback_buffering
1001242,login_issue
1001244,feature_request
1001245,feature_request
1001246,general_complaint
1001247,general_complaint
1001248,subscription_cancel
1001249,subscription_cancel
1001250,app_crash
1001251,app_crash
1001252,app_crash
1001253,app_crash
1001254,feature_request
1001255,feature_request
1001256,playback_buffering
1001257,playback_buffering
1001258,playback_buffering
1001259,content_unavailable
1001260,content_unavailable
1001261,login_issue
1001262,login_issue
1001263,payment_failed
1001264,payment_failed
1001265,payment_failed
1001266,general_complaint
1001267,general_complaint
1001268,content_unavailable
1001269,content_unavailable
1001270,feature_request
1001271,feature_request
1001272,login_issue
1001273,login_issue
1001274,login_issue
1001275,subscription_cancel
1001276,subscription_cancel
1001277,positive_feedback
1001278,positive_feedback
1001279,billing_overcharge
1001280,billing_overcharge
1001281,login_issue
1001282,login_issue
1001283,login_issue
1001284,content_unavailable
1001285,content_unavailable
1001286,subscription_cancel
1001288,playback_buffering
1001289,playback_buffering
1001290,playback_buffering
1001291,playback_buffering
1001292,general_complaint
1001293,general_complaint
1001294,playback_buffering
1001295,playback_buffering
1001296,refund_request
1001297,refund_request
1001298,playback_buffering
1001299,playback_buffering
1001300,login_issue
1001301,playback_buffering
1001302,playback_buffering
1001303,playback_buffering
1001304,login_issue
1001305,login_issue
1001306,content_unavailable
1001307,content_unavailable
1001308,subscription_cancel
1001309,subscription_cancel
1001310,subscription_cancel
1001311,positive_feedback
1001312,positive_feedback
1001313,subscription_cancel
1001314,subscription_cancel
1001315,content_unavailable
1001316,content_unavailable
1001317,refund_request
1001318,refund_request
1001319,general_complaint
1001320,general_complaint
1001321,app_crash
1001322,app_crash
1001323,login_issue
1001324,login_issue
1001325,login_issue
1001326,login_issue
1001327,login_issue
1001328,password_reset
1001329,password_reset
1001330,password_reset
1001331,payment_failed
1001332,payment_failed
1001333,payment_failed
1001334,app_crash
1001335,app_crash
1001336,login_issue
1001337,login_issue
1001339,general_complaint
1001340,general_complaint
1001341,general_complaint
1001342,playback_buffering
1001343,playback_buffering
1001344,playback_buffering
1001345,playback_buffering
1001346,subscription_cancel
1001347,subscription_cancel
1001348,app_crash
1001349,app_crash
1001350,positive_feedback
1001351,positive_feedback
1001352,app_crash
1001353,app_crash
1001354,general_complaint
1001355,general_complaint
1001356,subscription_cancel
1001357,subscription_cancel
1001358,general_complaint
1001359,general_complaint
1001360,general_complaint
1001361,login_issue
1001362,login_issue
1001363,general_complaint
1001364,general_complaint
1001365,general_complaint
1001366,subscription_cancel
1001367,subscription_cancel
1001368,subscription_cancel
1001369,password_reset
1001370,password_reset
1001371,password_reset
1001372,password_reset
1001373,password_reset
1001374,subscription_cancel
1001375,subscription_cancel
1001378,app_crash
1001379,app_crash
1001380,password_reset
1001381,password_reset
1001382,password_reset
1001383,app_crash
1001384,app_crash
1001385,content_unavailable
1001386,content_unavailable
1001387,app_crash
1001388,app_crash
1001389,app_crash
1001390,billing_overcharge
1001391,billing_overcharge
1001392,billing_overcharge
1001393,playback_buffering
1001394,playback_buffering
1001395,billing_overcharge
1001396,billing_overcharge
1001397,app_crash
1001398,app_crash
1001399,billing_overcharge
1001401,playback_buffering
1001402,content_unavailable
1001403,content_unavailable
1001404,general_complaint
1001405,payment_failed
1001406,payment_failed
1001407,subscription_cancel
1001408,subscription_cancel
1001409,content_unavailable
1001410,content_unavailable
1001411,login_issue
1001412,login_issue
1001413,positive_feedback
1001414,positive_feedback
1001415,positive_feedback
1001416,positive_feedback
1001417,positive_feedback
1001418,general_complaint
1001419,general_complaint
1001421,subscription_cancel
1001422,subscription_cancel
1001423,login_issue
1001424,login_issue
1001425,app_crash
1001426,app_crash
1001427,app_crash
1001428,refund_request
1001429,refund_request
1001430,login_issue
1001431,login_issue
1001432,subscription_cancel
1001433,subscription_cancel
1001434,playback_buffering
